#T	β	c	e	chi	s
0.023753	42.1	0.0174396	-0.441067	0.332893	0.0139571
0.0236967	42.2	0.0174112	-0.441068	0.332629	0.0139159
0.0236407	42.3	0.017383	-0.441069	0.332363	0.0138749
0.0235849	42.4	0.0173551	-0.44107	0.332095	0.013834
0.0235294	42.5	0.0173273	-0.441071	0.331825	0.0137934
0.0234742	42.6	0.0172998	-0.441072	0.331554	0.0137528
0.0234192	42.7	0.0172724	-0.441073	0.331281	0.0137125
0.0233645	42.8	0.0172453	-0.441074	0.331007	0.0136723
0.02331	42.9	0.0172184	-0.441075	0.33073	0.0136322
0.0232558	43	0.0171916	-0.441076	0.330453	0.0135923
0.0232019	43.1	0.0171651	-0.441077	0.330173	0.0135526
0.0231481	43.2	0.0171388	-0.441078	0.329892	0.013513
0.0230947	43.3	0.0171127	-0.441079	0.329609	0.0134736
0.0230415	43.4	0.0170868	-0.44108	0.329325	0.0134343
0.0229885	43.5	0.017061	-0.441081	0.329039	0.0133952
0.0229358	43.6	0.0170355	-0.441081	0.328751	0.0133563
0.0228833	43.7	0.0170101	-0.441082	0.328462	0.0133175
0.0228311	43.8	0.016985	-0.441083	0.328171	0.0132788
0.022779	43.9	0.01696	-0.441084	0.327878	0.0132403
0.0227273	44	0.0169352	-0.441085	0.327584	0.0132019
0.0226757	44.1	0.0169106	-0.441086	0.327288	0.0131637
0.0226244	44.2	0.0168862	-0.441087	0.326991	0.0131256
0.0225734	44.3	0.016862	-0.441088	0.326692	0.0130877
0.0225225	44.4	0.0168379	-0.441088	0.326391	0.0130499
0.0224719	44.5	0.016814	-0.441089	0.326089	0.0130122
0.0224215	44.6	0.0167903	-0.44109	0.325786	0.0129747
0.0223714	44.7	0.0167668	-0.441091	0.32548	0.0129373
0.0223214	44.8	0.0167435	-0.441092	0.325174	0.0129001
0.0222717	44.9	0.0167203	-0.441093	0.324865	0.012863
0.0222222	45	0.0166973	-0.441093	0.324555	0.0128261
0.0221729	45.1	0.0166744	-0.441094	0.324244	0.0127892
0.0221239	45.2	0.0166518	-0.441095	0.323931	0.0127526
0.0220751	45.3	0.0166293	-0.441096	0.323617	0.012716
0.0220264	45.4	0.0166069	-0.441097	0.323301	0.0126796
0.021978	45.5	0.0165847	-0.441098	0.322983	0.0126433
0.0219298	45.6	0.0165627	-0.441098	0.322664	0.0126071
0.0218818	45.7	0.0165409	-0.441099	0.322343	0.0125711
0.0218341	45.8	0.0165192	-0.4411	0.322021	0.0125352
0.0217865	45.9	0.0164976	-0.441101	0.321698	0.0124995
0.0217391	46	0.0164762	-0.441101	0.321373	0.0124638
0.021692	46.1	0.016455	-0.441102	0.321046	0.0124283
0.021645	46.2	0.0164339	-0.441103	0.320718	0.0123929
0.0215983	46.3	0.016413	-0.441104	0.320389	0.0123576
0.0215517	46.4	0.0163922	-0.441104	0.320058	0.0123225
0.0215054	46.5	0.0163716	-0.441105	0.319726	0.0122875
0.0214592	46.6	0.0163511	-0.441106	0.319392	0.0122526
0.0214133	46.7	0.0163307	-0.441107	0.319056	0.0122178
0.0213675	46.8	0.0163105	-0.441107	0.31872	0.0121832
0.021322	46.9	0.0162905	-0.441108	0.318382	0.0121486
0.0212766	47	0.0162706	-0.441109	0.318042	0.0121142
0.0212314	47.1	0.0162508	-0.44111	0.317701	0.0120799
0.0211864	47.2	0.0162312	-0.44111	0.317359	0.0120458
0.0211416	47.3	0.0162117	-0.441111	0.317015	0.0120117
0.021097	47.4	0.0161923	-0.441112	0.31667	0.0119778
0.0210526	47.5	0.0161731	-0.441113	0.316323	0.0119439
0.0210084	47.6	0.016154	-0.441113	0.315976	0.0119102
0.0209644	47.7	0.0161351	-0.441114	0.315626	0.0118766
0.0209205	47.8	0.0161163	-0.441115	0.315276	0.0118432
0.0208768	47.9	0.0160976	-0.441115	0.314924	0.0118098
0.0208333	48	0.016079	-0.441116	0.31457	0.0117765
0.02079	48.1	0.0160606	-0.441117	0.314216	0.0117434
0.0207469	48.2	0.0160423	-0.441117	0.31386	0.0117103
0.0207039	48.3	0.0160241	-0.441118	0.313502	0.0116774
0.0206612	48.4	0.016006	-0.441119	0.313144	0.0116446
0.0206186	48.5	0.0159881	-0.441119	0.312784	0.0116119
0.0205761	48.6	0.0159703	-0.44112	0.312422	0.0115793
0.0205339	48.7	0.0159526	-0.441121	0.31206	0.0115468
0.0204918	48.8	0.015935	-0.441121	0.311696	0.0115144
0.0204499	48.9	0.0159175	-0.441122	0.311331	0.0114821
0.0204082	49	0.0159002	-0.441123	0.310965	0.0114499
0.0203666	49.1	0.015883	-0.441123	0.310597	0.0114179
0.0203252	49.2	0.0158659	-0.441124	0.310228	0.0113859
0.020284	49.3	0.0158489	-0.441125	0.309858	0.011354
0.0202429	49.4	0.015832	-0.441125	0.309486	0.0113223
0.020202	49.5	0.0158152	-0.441126	0.309114	0.0112906
0.0201613	49.6	0.0157985	-0.441127	0.30874	0.0112591
0.0201207	49.7	0.015782	-0.441127	0.308365	0.0112276
0.0200803	49.8	0.0157655	-0.441128	0.307988	0.0111962
0.0200401	49.9	0.0157492	-0.441129	0.307611	0.011165
0.02	50	0.015733	-0.441129	0.307232	0.0111338
0.0199601	50.1	0.0157168	-0.44113	0.306852	0.0111028
0.0199203	50.2	0.0157008	-0.44113	0.306471	0.0110718
0.0198807	50.3	0.0156849	-0.441131	0.306089	0.0110409
0.0198413	50.4	0.0156691	-0.441132	0.305706	0.0110102
0.019802	50.5	0.0156534	-0.441132	0.305321	0.0109795
0.0197628	50.6	0.0156377	-0.441133	0.304935	0.0109489
0.0197239	50.7	0.0156222	-0.441133	0.304549	0.0109184
0.019685	50.8	0.0156068	-0.441134	0.304161	0.010888
0.0196464	50.9	0.0155915	-0.441135	0.303771	0.0108577
0.0196078	51	0.0155762	-0.441135	0.303381	0.0108275
0.0195695	51.1	0.0155611	-0.441136	0.30299	0.0107974
0.0195312	51.2	0.015546	-0.441136	0.302597	0.0107674
0.0194932	51.3	0.0155311	-0.441137	0.302204	0.0107375
0.0194553	51.4	0.0155162	-0.441138	0.301809	0.0107077
0.0194175	51.5	0.0155014	-0.441138	0.301414	0.0106779
0.0193798	51.6	0.0154868	-0.441139	0.301017	0.0106483
0.0193424	51.7	0.0154722	-0.441139	0.300619	0.0106187
0.019305	51.8	0.0154576	-0.44114	0.30022	0.0105893
0.0192678	51.9	0.0154432	-0.44114	0.29982	0.0105599
0.0192308	52	0.0154289	-0.441141	0.299419	0.0105306
0.0191939	52.1	0.0154146	-0.441142	0.299017	0.0105014
0.0191571	52.2	0.0154005	-0.441142	0.298614	0.0104723
0.0191205	52.3	0.0153864	-0.441143	0.29821	0.0104432
0.019084	52.4	0.0153724	-0.441143	0.297805	0.0104143
0.0190476	52.5	0.0153584	-0.441144	0.297399	0.0103854
0.0190114	52.6	0.0153446	-0.441144	0.296993	0.0103567
0.0189753	52.7	0.0153308	-0.441145	0.296585	0.010328
0.0189394	52.8	0.0153171	-0.441145	0.296176	0.0102994
0.0189036	52.9	0.0153035	-0.441146	0.295766	0.0102709
0.0188679	53	0.01529	-0.441147	0.295355	0.0102424
0.0188324	53.1	0.0152765	-0.441147	0.294943	0.0102141
0.018797	53.2	0.0152632	-0.441148	0.29453	0.0101858
0.0187617	53.3	0.0152498	-0.441148	0.294117	0.0101577
0.0187266	53.4	0.0152366	-0.441149	0.293702	0.0101296
0.0186916	53.5	0.0152234	-0.441149	0.293287	0.0101015
0.0186567	53.6	0.0152103	-0.44115	0.29287	0.0100736
0.018622	53.7	0.0151973	-0.44115	0.292453	0.0100457
0.0185874	53.8	0.0151844	-0.441151	0.292035	0.010018
0.0185529	53.9	0.0151715	-0.441151	0.291616	0.00999028
0.0185185	54	0.0151587	-0.441152	0.291196	0.00996267
0.0184843	54.1	0.0151459	-0.441152	0.290775	0.00993513
0.0184502	54.2	0.0151332	-0.441153	0.290354	0.00990768
0.0184162	54.3	0.0151206	-0.441153	0.289931	0.0098803
0.0183824	54.4	0.0151081	-0.441154	0.289508	0.00985301
0.0183486	54.5	0.0150956	-0.441154	0.289084	0.00982579
0.018315	54.6	0.0150831	-0.441155	0.288659	0.00979864
0.0182815	54.7	0.0150708	-0.441155	0.288233	0.00977158
0.0182482	54.8	0.0150585	-0.441156	0.287806	0.00974459
0.0182149	54.9	0.0150462	-0.441156	0.287379	0.00971768
0.0181818	55	0.0150341	-0.441157	0.286951	0.00969085
0.0181488	55.1	0.0150219	-0.441157	0.286522	0.00966409
0.0181159	55.2	0.0150099	-0.441158	0.286092	0.00963741
0.0180832	55.3	0.0149979	-0.441158	0.285662	0.0096108
0.0180505	55.4	0.0149859	-0.441159	0.28523	0.00958427
0.018018	55.5	0.014974	-0.441159	0.284798	0.00955781
0.0179856	55.6	0.0149622	-0.44116	0.284366	0.00953142
0.0179533	55.7	0.0149504	-0.44116	0.283932	0.00950511
0.0179211	55.8	0.0149387	-0.441161	0.283498	0.00947887
0.0178891	55.9	0.014927	-0.441161	0.283063	0.00945271
0.0178571	56	0.0149154	-0.441161	0.282628	0.00942662
0.0178253	56.1	0.0149039	-0.441162	0.282191	0.0094006
0.0177936	56.2	0.0148924	-0.441162	0.281754	0.00937465
0.017762	56.3	0.0148809	-0.441163	0.281317	0.00934878
0.0177305	56.4	0.0148695	-0.441163	0.280878	0.00932297
0.0176991	56.5	0.0148581	-0.441164	0.280439	0.00929724
0.0176678	56.6	0.0148468	-0.441164	0.279999	0.00927158
0.0176367	56.7	0.0148356	-0.441165	0.279559	0.00924599
0.0176056	56.8	0.0148244	-0.441165	0.279118	0.00922047
0.0175747	56.9	0.0148132	-0.441166	0.278677	0.00919502
0.0175439	57	0.0148021	-0.441166	0.278234	0.00916964
0.0175131	57.1	0.014791	-0.441166	0.277791	0.00914433
0.0174825	57.2	0.01478	-0.441167	0.277348	0.00911909
0.017452	57.3	0.014769	-0.441167	0.276904	0.00909391
0.0174216	57.4	0.0147581	-0.441168	0.276459	0.00906881
0.0173913	57.5	0.0147472	-0.441168	0.276014	0.00904377
0.0173611	57.6	0.0147363	-0.441169	0.275568	0.0090188
0.017331	57.7	0.0147255	-0.441169	0.275122	0.0089939
0.017301	57.8	0.0147148	-0.44117	0.274675	0.00896907
0.0172712	57.9	0.014704	-0.44117	0.274227	0.0089443
0.0172414	58	0.0146934	-0.44117	0.273779	0.0089196
0.0172117	58.1	0.0146827	-0.441171	0.27333	0.00889497
0.0171821	58.2	0.0146721	-0.441171	0.272881	0.0088704
0.0171527	58.3	0.0146616	-0.441172	0.272432	0.0088459
0.0171233	58.4	0.014651	-0.441172	0.271981	0.00882147
0.017094	58.5	0.0146406	-0.441172	0.271531	0.0087971
0.0170648	58.6	0.0146301	-0.441173	0.271079	0.00877279
0.0170358	58.7	0.0146197	-0.441173	0.270628	0.00874855
0.0170068	58.8	0.0146094	-0.441174	0.270175	0.00872438
0.0169779	58.9	0.014599	-0.441174	0.269723	0.00870027
0.0169492	59	0.0145887	-0.441175	0.26927	0.00867622
0.0169205	59.1	0.0145785	-0.441175	0.268816	0.00865224
0.0168919	59.2	0.0145682	-0.441175	0.268362	0.00862833
0.0168634	59.3	0.014558	-0.441176	0.267907	0.00860447
0.016835	59.4	0.0145479	-0.441176	0.267452	0.00858068
0.0168067	59.5	0.0145378	-0.441177	0.266997	0.00855695
0.0167785	59.6	0.0145277	-0.441177	0.266541	0.00853329
0.0167504	59.7	0.0145176	-0.441177	0.266085	0.00850968
0.0167224	59.8	0.0145076	-0.441178	0.265628	0.00848614
0.0166945	59.9	0.0144976	-0.441178	0.265171	0.00846267
0.0166667	60	0.0144876	-0.441179	0.264714	0.00843925
0.0166389	60.1	0.0144777	-0.441179	0.264256	0.00841589
0.0166113	60.2	0.0144678	-0.441179	0.263798	0.0083926
0.0165837	60.3	0.0144579	-0.44118	0.263339	0.00836937
0.0165563	60.4	0.0144481	-0.44118	0.26288	0.0083462
0.0165289	60.5	0.0144383	-0.44118	0.262421	0.00832309
0.0165017	60.6	0.0144285	-0.441181	0.261961	0.00830004
0.0164745	60.7	0.0144188	-0.441181	0.261501	0.00827705
0.0164474	60.8	0.014409	-0.441182	0.261041	0.00825412
0.0164204	60.9	0.0143993	-0.441182	0.26058	0.00823125
0.0163934	61	0.0143897	-0.441182	0.260119	0.00820844
0.0163666	61.1	0.01438	-0.441183	0.259658	0.00818569
0.0163399	61.2	0.0143704	-0.441183	0.259196	0.008163
0.0163132	61.3	0.0143608	-0.441183	0.258734	0.00814037
0.0162866	61.4	0.0143512	-0.441184	0.258272	0.00811779
0.0162602	61.5	0.0143417	-0.441184	0.257809	0.00809528
0.0162338	61.6	0.0143322	-0.441185	0.257347	0.00807282
0.0162075	61.7	0.0143227	-0.441185	0.256884	0.00805042
0.0161812	61.8	0.0143132	-0.441185	0.25642	0.00802808
0.0161551	61.9	0.0143038	-0.441186	0.255957	0.0080058
0.016129	62	0.0142943	-0.441186	0.255493	0.00798358
0.0161031	62.1	0.0142849	-0.441186	0.255029	0.00796141
0.0160772	62.2	0.0142756	-0.441187	0.254564	0.0079393
0.0160514	62.3	0.0142662	-0.441187	0.2541	0.00791725
0.0160256	62.4	0.0142569	-0.441187	0.253635	0.00789525
0.016	62.5	0.0142476	-0.441188	0.25317	0.00787331
0.0159744	62.6	0.0142383	-0.441188	0.252705	0.00785143
0.015949	62.7	0.014229	-0.441188	0.252239	0.0078296
0.0159236	62.8	0.0142198	-0.441189	0.251774	0.00780783
0.0158983	62.9	0.0142106	-0.441189	0.251308	0.00778612
0.015873	63	0.0142013	-0.44119	0.250842	0.00776446
0.0158479	63.1	0.0141922	-0.44119	0.250376	0.00774286
0.0158228	63.2	0.014183	-0.44119	0.249909	0.00772131
0.0157978	63.3	0.0141738	-0.441191	0.249443	0.00769982
0.0157729	63.4	0.0141647	-0.441191	0.248976	0.00767838
0.015748	63.5	0.0141556	-0.441191	0.248509	0.007657
0.0157233	63.6	0.0141465	-0.441192	0.248042	0.00763567
0.0156986	63.7	0.0141374	-0.441192	0.247575	0.0076144
0.015674	63.8	0.0141284	-0.441192	0.247108	0.00759318
0.0156495	63.9	0.0141193	-0.441193	0.246641	0.00757201
0.015625	64	0.0141103	-0.441193	0.246173	0.0075509
0.0156006	64.1	0.0141013	-0.441193	0.245706	0.00752985
0.0155763	64.2	0.0140923	-0.441194	0.245238	0.00750884
0.0155521	64.3	0.0140834	-0.441194	0.24477	0.0074879
0.015528	64.4	0.0140744	-0.441194	0.244302	0.007467
0.0155039	64.5	0.0140655	-0.441194	0.243834	0.00744616
0.0154799	64.6	0.0140565	-0.441195	0.243366	0.00742537
0.015456	64.7	0.0140476	-0.441195	0.242898	0.00740463
0.0154321	64.8	0.0140387	-0.441195	0.24243	0.00738395
0.0154083	64.9	0.0140299	-0.441196	0.241962	0.00736331
0.0153846	65	0.014021	-0.441196	0.241493	0.00734274
0.015361	65.1	0.0140121	-0.441196	0.241025	0.00732221
0.0153374	65.2	0.0140033	-0.441197	0.240557	0.00730173
0.0153139	65.3	0.0139945	-0.441197	0.240088	0.00728131
0.0152905	65.4	0.0139857	-0.441197	0.23962	0.00726094
0.0152672	65.5	0.0139769	-0.441198	0.239151	0.00724062
0.0152439	65.6	0.0139681	-0.441198	0.238683	0.00722035
0.0152207	65.7	0.0139593	-0.441198	0.238214	0.00720014
0.0151976	65.8	0.0139506	-0.441199	0.237746	0.00717997
0.0151745	65.9	0.0139418	-0.441199	0.237277	0.00715986
0.0151515	66	0.0139331	-0.441199	0.236809	0.0071398
0.0151286	66.1	0.0139244	-0.441199	0.23634	0.00711978
0.0151057	66.2	0.0139157	-0.4412	0.235872	0.00709982
0.015083	66.3	0.013907	-0.4412	0.235403	0.00707991
0.0150602	66.4	0.0138983	-0.4412	0.234935	0.00706005
0.0150376	66.5	0.0138896	-0.441201	0.234466	0.00704024
0.015015	66.6	0.013881	-0.441201	0.233998	0.00702048
0.0149925	66.7	0.0138723	-0.441201	0.23353	0.00700077
0.0149701	66.8	0.0138637	-0.441202	0.233061	0.00698111
0.0149477	66.9	0.0138551	-0.441202	0.232593	0.00696149
0.0149254	67	0.0138464	-0.441202	0.232125	0.00694193
0.0149031	67.1	0.0138378	-0.441202	0.231657	0.00692242
0.014881	67.2	0.0138292	-0.441203	0.231189	0.00690296
0.0148588	67.3	0.0138207	-0.441203	0.230721	0.00688354
0.0148368	67.4	0.0138121	-0.441203	0.230253	0.00686418
0.0148148	67.5	0.0138035	-0.441204	0.229785	0.00684486
0.0147929	67.6	0.013795	-0.441204	0.229318	0.00682559
0.014771	67.7	0.0137864	-0.441204	0.22885	0.00680637
0.0147493	67.8	0.0137779	-0.441204	0.228382	0.0067872
0.0147275	67.9	0.0137693	-0.441205	0.227915	0.00676808
0.0147059	68	0.0137608	-0.441205	0.227448	0.00674901
0.0146843	68.1	0.0137523	-0.441205	0.226981	0.00672998
0.0146628	68.2	0.0137438	-0.441206	0.226514	0.006711
0.0146413	68.3	0.0137353	-0.441206	0.226047	0.00669207
0.0146199	68.4	0.0137268	-0.441206	0.22558	0.00667319
0.0145985	68.5	0.0137183	-0.441206	0.225114	0.00665435
0.0145773	68.6	0.0137099	-0.441207	0.224647	0.00663557
0.014556	68.7	0.0137014	-0.441207	0.224181	0.00661683
0.0145349	68.8	0.0136929	-0.441207	0.223715	0.00659813
0.0145138	68.9	0.0136845	-0.441207	0.223249	0.00657949
0.0144928	69	0.0136761	-0.441208	0.222783	0.00656089
0.0144718	69.1	0.0136676	-0.441208	0.222318	0.00654234
0.0144509	69.2	0.0136592	-0.441208	0.221852	0.00652383
0.01443	69.3	0.0136508	-0.441209	0.221387	0.00650537
0.0144092	69.4	0.0136424	-0.441209	0.220922	0.00648696
0.0143885	69.5	0.013634	-0.441209	0.220457	0.00646859
0.0143678	69.6	0.0136256	-0.441209	0.219992	0.00645027
0.0143472	69.7	0.0136172	-0.44121	0.219528	0.006432
0.0143266	69.8	0.0136088	-0.44121	0.219064	0.00641377
0.0143062	69.9	0.0136004	-0.44121	0.2186	0.00639559
0.0142857	70	0.0135921	-0.44121	0.218136	0.00637745
0.0142653	70.1	0.0135837	-0.441211	0.217672	0.00635936
0.014245	70.2	0.0135753	-0.441211	0.217209	0.00634131
0.0142248	70.3	0.013567	-0.441211	0.216746	0.00632331
0.0142045	70.4	0.0135586	-0.441211	0.216283	0.00630536
0.0141844	70.5	0.0135503	-0.441212	0.21582	0.00628745
0.0141643	70.6	0.013542	-0.441212	0.215358	0.00626959
0.0141443	70.7	0.0135336	-0.441212	0.214896	0.00625177
0.0141243	70.8	0.0135253	-0.441212	0.214434	0.00623399
0.0141044	70.9	0.013517	-0.441213	0.213972	0.00621626
0.0140845	71	0.0135087	-0.441213	0.213511	0.00619858
0.0140647	71.1	0.0135004	-0.441213	0.21305	0.00618094
0.0140449	71.2	0.0134921	-0.441213	0.212589	0.00616334
0.0140252	71.3	0.0134838	-0.441214	0.212128	0.00614579
0.0140056	71.4	0.0134755	-0.441214	0.211668	0.00612828
0.013986	71.5	0.0134672	-0.441214	0.211208	0.00611082
0.0139665	71.6	0.0134589	-0.441214	0.210748	0.0060934
0.013947	71.7	0.0134507	-0.441215	0.210289	0.00607602
0.0139276	71.8	0.0134424	-0.441215	0.20983	0.00605869
0.0139082	71.9	0.0134341	-0.441215	0.209371	0.0060414
0.0138889	72	0.0134259	-0.441215	0.208912	0.00602416
0.0138696	72.1	0.0134176	-0.441216	0.208454	0.00600696
0.0138504	72.2	0.0134094	-0.441216	0.207996	0.0059898
0.0138313	72.3	0.0134011	-0.441216	0.207539	0.00597269
0.0138122	72.4	0.0133929	-0.441216	0.207082	0.00595561
0.0137931	72.5	0.0133847	-0.441217	0.206625	0.00593859
0.0137741	72.6	0.0133764	-0.441217	0.206168	0.0059216
0.0137552	72.7	0.0133682	-0.441217	0.205712	0.00590466
0.0137363	72.8	0.01336	-0.441217	0.205256	0.00588776
0.0137174	72.9	0.0133518	-0.441218	0.2048	0.0058709
0.0136986	73	0.0133436	-0.441218	0.204345	0.00585409
0.0136799	73.1	0.0133354	-0.441218	0.20389	0.00583732
0.0136612	73.2	0.0133272	-0.441218	0.203436	0.00582059
0.0136426	73.3	0.013319	-0.441218	0.202982	0.0058039
0.013624	73.4	0.0133108	-0.441219	0.202528	0.00578725
0.0136054	73.5	0.0133026	-0.441219	0.202075	0.00577065
0.013587	73.6	0.0132944	-0.441219	0.201622	0.00575409
0.0135685	73.7	0.0132862	-0.441219	0.201169	0.00573757
0.0135501	73.8	0.0132781	-0.44122	0.200717	0.00572109
0.0135318	73.9	0.0132699	-0.44122	0.200265	0.00570466
0.0135135	74	0.0132617	-0.44122	0.199813	0.00568826
0.0134953	74.1	0.0132536	-0.44122	0.199362	0.00567191
0.0134771	74.2	0.0132454	-0.44122	0.198911	0.0056556
0.013459	74.3	0.0132372	-0.441221	0.198461	0.00563933
0.0134409	74.4	0.0132291	-0.441221	0.198011	0.0056231
0.0134228	74.5	0.013221	-0.441221	0.197561	0.00560691
0.0134048	74.6	0.0132128	-0.441221	0.197112	0.00559076
0.0133869	74.7	0.0132047	-0.441222	0.196664	0.00557466
0.013369	74.8	0.0131965	-0.441222	0.196215	0.00555859
0.0133511	74.9	0.0131884	-0.441222	0.195767	0.00554257
0.0133333	75	0.0131803	-0.441222	0.19532	0.00552659
0.0133156	75.1	0.0131722	-0.441222	0.194873	0.00551064
0.0132979	75.2	0.0131641	-0.441223	0.194426	0.00549474
0.0132802	75.3	0.0131559	-0.441223	0.19398	0.00547888
0.0132626	75.4	0.0131478	-0.441223	0.193534	0.00546306
0.013245	75.5	0.0131397	-0.441223	0.193089	0.00544727
0.0132275	75.6	0.0131316	-0.441223	0.192644	0.00543153
0.01321	75.7	0.0131235	-0.441224	0.1922	0.00541583
0.0131926	75.8	0.0131154	-0.441224	0.191756	0.00540017
0.0131752	75.9	0.0131074	-0.441224	0.191312	0.00538455
0.0131579	76	0.0130993	-0.441224	0.190869	0.00536897
0.0131406	76.1	0.0130912	-0.441224	0.190426	0.00535342
0.0131234	76.2	0.0130831	-0.441225	0.189984	0.00533792
0.0131062	76.3	0.0130751	-0.441225	0.189543	0.00532246
0.013089	76.4	0.013067	-0.441225	0.189101	0.00530703
0.0130719	76.5	0.0130589	-0.441225	0.188661	0.00529165
0.0130548	76.6	0.0130509	-0.441225	0.18822	0.0052763
0.0130378	76.7	0.0130428	-0.441226	0.18778	0.005261
0.0130208	76.8	0.0130348	-0.441226	0.187341	0.00524573
0.0130039	76.9	0.0130267	-0.441226	0.186902	0.0052305
0.012987	77	0.0130187	-0.441226	0.186464	0.00521531
0.0129702	77.1	0.0130106	-0.441226	0.186026	0.00520016
0.0129534	77.2	0.0130026	-0.441227	0.185589	0.00518505
0.0129366	77.3	0.0129946	-0.441227	0.185152	0.00516998
0.0129199	77.4	0.0129866	-0.441227	0.184715	0.00515494
0.0129032	77.5	0.0129785	-0.441227	0.184279	0.00513995
0.0128866	77.6	0.0129705	-0.441227	0.183844	0.00512499
0.01287	77.7	0.0129625	-0.441228	0.183409	0.00511007
0.0128535	77.8	0.0129545	-0.441228	0.182974	0.00509519
0.012837	77.9	0.0129465	-0.441228	0.182541	0.00508035
0.0128205	78	0.0129385	-0.441228	0.182107	0.00506554
0.0128041	78.1	0.0129305	-0.441228	0.181674	0.00505077
0.0127877	78.2	0.0129225	-0.441229	0.181242	0.00503604
0.0127714	78.3	0.0129146	-0.441229	0.18081	0.00502135
0.0127551	78.4	0.0129066	-0.441229	0.180379	0.0050067
0.0127389	78.5	0.0128986	-0.441229	0.179948	0.00499208
0.0127226	78.6	0.0128906	-0.441229	0.179518	0.0049775
0.0127065	78.7	0.0128827	-0.441229	0.179088	0.00496296
0.0126904	78.8	0.0128747	-0.44123	0.178659	0.00494846
0.0126743	78.9	0.0128668	-0.44123	0.17823	0.00493399
0.0126582	79	0.0128588	-0.44123	0.177802	0.00491956
0.0126422	79.1	0.0128509	-0.44123	0.177374	0.00490517
0.0126263	79.2	0.0128429	-0.44123	0.176947	0.00489082
0.0126103	79.3	0.012835	-0.441231	0.17652	0.0048765
0.0125945	79.4	0.0128271	-0.441231	0.176094	0.00486222
0.0125786	79.5	0.0128192	-0.441231	0.175669	0.00484797
0.0125628	79.6	0.0128112	-0.441231	0.175244	0.00483377
0.0125471	79.7	0.0128033	-0.441231	0.17482	0.0048196
0.0125313	79.8	0.0127954	-0.441231	0.174396	0.00480546
0.0125156	79.9	0.0127875	-0.441232	0.173973	0.00479136
0.0125	80	0.0127796	-0.441232	0.17355	0.0047773
0.0124844	80.1	0.0127717	-0.441232	0.173128	0.00476328
0.0124688	80.2	0.0127638	-0.441232	0.172706	0.00474929
0.0124533	80.3	0.012756	-0.441232	0.172285	0.00473534
0.0124378	80.4	0.0127481	-0.441233	0.171865	0.00472142
0.0124224	80.5	0.0127402	-0.441233	0.171445	0.00470754
0.0124069	80.6	0.0127324	-0.441233	0.171026	0.0046937
0.0123916	80.7	0.0127245	-0.441233	0.170607	0.00467989
0.0123762	80.8	0.0127167	-0.441233	0.170189	0.00466611
0.0123609	80.9	0.0127088	-0.441233	0.169771	0.00465238
0.0123457	81	0.012701	-0.441234	0.169354	0.00463868
0.0123305	81.1	0.0126931	-0.441234	0.168938	0.00462501
0.0123153	81.2	0.0126853	-0.441234	0.168522	0.00461138
0.0123001	81.3	0.0126775	-0.441234	0.168107	0.00459779
0.012285	81.4	0.0126697	-0.441234	0.167692	0.00458423
0.0122699	81.5	0.0126619	-0.441234	0.167278	0.0045707
0.0122549	81.6	0.0126541	-0.441235	0.166865	0.00455721
0.0122399	81.7	0.0126463	-0.441235	0.166452	0.00454376
0.0122249	81.8	0.0126385	-0.441235	0.16604	0.00453034
0.01221	81.9	0.0126307	-0.441235	0.165628	0.00451696
0.0121951	82	0.0126229	-0.441235	0.165217	0.00450361
0.0121803	82.1	0.0126151	-0.441235	0.164806	0.00449029
0.0121655	82.2	0.0126074	-0.441236	0.164397	0.00447701
0.0121507	82.3	0.0125996	-0.441236	0.163987	0.00446377
0.0121359	82.4	0.0125919	-0.441236	0.163579	0.00445056
0.0121212	82.5	0.0125841	-0.441236	0.16317	0.00443738
0.0121065	82.6	0.0125764	-0.441236	0.162763	0.00442424
0.0120919	82.7	0.0125687	-0.441236	0.162356	0.00441114
0.0120773	82.8	0.0125609	-0.441236	0.16195	0.00439806
0.0120627	82.9	0.0125532	-0.441237	0.161544	0.00438502
0.0120482	83	0.0125455	-0.441237	0.161139	0.00437202
0.0120337	83.1	0.0125378	-0.441237	0.160735	0.00435905
0.0120192	83.2	0.0125301	-0.441237	0.160331	0.00434611
0.0120048	83.3	0.0125224	-0.441237	0.159928	0.00433321
0.0119904	83.4	0.0125148	-0.441237	0.159525	0.00432034
0.011976	83.5	0.0125071	-0.441238	0.159123	0.00430751
0.0119617	83.6	0.0124994	-0.441238	0.158722	0.00429471
0.0119474	83.7	0.0124918	-0.441238	0.158321	0.00428194
0.0119332	83.8	0.0124841	-0.441238	0.157921	0.00426921
0.011919	83.9	0.0124765	-0.441238	0.157522	0.00425651
0.0119048	84	0.0124688	-0.441238	0.157123	0.00424384
0.0118906	84.1	0.0124612	-0.441238	0.156725	0.00423121
0.0118765	84.2	0.0124536	-0.441239	0.156327	0.00421861
0.0118624	84.3	0.012446	-0.441239	0.155931	0.00420604
0.0118483	84.4	0.0124384	-0.441239	0.155534	0.00419351
0.0118343	84.5	0.0124308	-0.441239	0.155139	0.00418101
0.0118203	84.6	0.0124232	-0.441239	0.154744	0.00416854
0.0118064	84.7	0.0124156	-0.441239	0.154349	0.00415611
0.0117925	84.8	0.0124081	-0.44124	0.153956	0.00414371
0.0117786	84.9	0.0124005	-0.44124	0.153562	0.00413134
0.0117647	85	0.012393	-0.44124	0.15317	0.004119
